"Places","SearchTerm","Latitude","Longitude"
"Marion County, SC","Marion+County,+SC",33.99733,-79.42347
"Marlboro County, SC","Marlboro+County,+SC",34.55229,-79.65624
"Newberry County, SC","Newberry+County,+SC",34.30245,-81.62341
"Oconee County, SC","Oconee+County,+SC",34.76413,-83.1064
"Orangeburg County, SC","Orangeburg+County,+SC",33.44176,-80.80796
"Pickens County, SC","Pickens+County,+SC",34.85322,-82.69213
"Richland County, SC","Richland+County,+SC",34.00588,-80.85008
"Saluda County, SC","Saluda+County,+SC",34.00118,-81.74683
"Spartanburg County, SC","Spartanburg+County,+SC",34.8882,-81.98034
"Sumter County, SC","Sumter+County,+SC",33.90625,-80.34113
"Union County, SC","Union+County,+SC",34.67888,-81.63925
"Williamsburg County, SC","Williamsburg+County,+SC",33.59827,-79.74409
"York County, SC","York+County,+SC",34.9926,-81.18832
"Aurora County, SD","Aurora+County,+SD",43.71815,-98.56033
"Beadle County, SD","Beadle+County,+SD",44.41438,-98.27729
"Bennett County, SD","Bennett+County,+SD",43.19301,-101.66865
"Bon Homme County, SD","Bon+Homme+County,+SD",42.96581,-97.86517
"Brookings County, SD","Brookings+County,+SD",44.36961,-96.79051
"Brown County, SD","Brown+County,+SD",45.58949,-98.3509
"Brule County, SD","Brule+County,+SD",43.71716,-99.10109
"Buffalo County, SD","Buffalo+County,+SD",44.06471,-99.22617
"Butte County, SD","Butte+County,+SD",44.89248,-103.50777
"Campbell County, SD","Campbell+County,+SD",45.76845,-100.03211
"Charles Mix County, SD","Charles+Mix+County,+SD",43.16859,-98.47258
"Clark County, SD","Clark+County,+SD",44.84855,-97.7342
"Clay County, SD","Clay+County,+SD",42.89405,-96.98325
"Codington County, SD","Codington+County,+SD",44.97762,-97.1882
"Corson County, SD","Corson+County,+SD",45.70848,-101.14962
"Custer County, SD","Custer+County,+SD",43.66671,-103.48166
"Davison County, SD","Davison+County,+SD",43.67467,-98.14602
"Day County, SD","Day+County,+SD",45.36982,-97.60371
"Deuel County, SD","Deuel+County,+SD",44.76058,-96.66802
"Dewey County, SD","Dewey+County,+SD",45.09995,-100.90566
"Douglas County, SD","Douglas+County,+SD",43.34832,-98.35533
"Edmunds County, SD","Edmunds+County,+SD",45.41862,-99.21518
"Fall River County, SD","Fall+River+County,+SD",43.23947,-103.5273
"Faulk County, SD","Faulk+County,+SD",45.07142,-99.14511
"Grant County, SD","Grant+County,+SD",45.15151,-96.7761
"Gregory County, SD","Gregory+County,+SD",43.24876,-99.25045
"Haakon County, SD","Haakon+County,+SD",44.37291,-101.57816
"Hamlin County, SD","Hamlin+County,+SD",44.67398,-97.18845
"Hand County, SD","Hand+County,+SD",44.546,-99.00099
"Hanson County, SD","Hanson+County,+SD",43.67484,-97.78634
"Harding County, SD","Harding+County,+SD",45.57912,-103.49649
"Hughes County, SD","Hughes+County,+SD",44.32307,-99.91078
"Hutchinson County, SD","Hutchinson+County,+SD",43.33411,-97.75577
"Hyde County, SD","Hyde+County,+SD",44.54527,-99.48218
"Jackson County, SD","Jackson+County,+SD",43.69197,-101.631
"Jerauld County, SD","Jerauld+County,+SD",44.06589,-98.62918
"Jones County, SD","Jones+County,+SD",43.93797,-100.71545
"Kingsbury County, SD","Kingsbury+County,+SD",44.36958,-97.49101
"Lake County, SD","Lake+County,+SD",44.02203,-97.12932
"Lawrence County, SD","Lawrence+County,+SD",44.37271,-103.81249
"Lincoln County, SD","Lincoln+County,+SD",43.29191,-96.75189
"Lyman County, SD","Lyman+County,+SD",43.85897,-99.83612
"McCook County, SD","McCook+County,+SD",43.67437,-97.36795
"McPherson County, SD","McPherson+County,+SD",45.76619,-99.22131
"Marshall County, SD","Marshall+County,+SD",45.74741,-97.60329
"Meade County, SD","Meade+County,+SD",44.58963,-102.7842
"Mellette County, SD","Mellette+County,+SD",43.62341,-100.7295
"Miner County, SD","Miner+County,+SD",44.02202,-97.61039
"Minnehaha County, SD","Minnehaha+County,+SD",43.67435,-96.79141
"Moody County, SD","Moody+County,+SD",44.02216,-96.67098
"Pennington County, SD","Pennington+County,+SD",44.0978,-103.03116
"Perkins County, SD","Perkins+County,+SD",45.49212,-102.47549
"Potter County, SD","Potter+County,+SD",45.07214,-99.94798
"Roberts County, SD","Roberts+County,+SD",45.61642,-97.03953
"Sanborn County, SD","Sanborn+County,+SD",44.02326,-98.09128
"Shannon County, SD","Shannon+County,+SD",52.71022,-8.88223
"Spink County, SD","Spink+County,+SD",44.93773,-98.34969
"Stanley County, SD","Stanley+County,+SD",44.47594,-100.86786
"Sully County, SD","Sully+County,+SD",44.72286,-100.14887
"Todd County, SD","Todd+County,+SD",43.19402,-100.72089
"Tripp County, SD","Tripp+County,+SD",43.38209,-99.87404
"Turner County, SD","Turner+County,+SD",43.29171,-97.16239
"Union County, SD","Union+County,+SD",42.78175,-96.71363
"Walworth County, SD","Walworth+County,+SD",45.42038,-100.00624
"Yankton County, SD","Yankton+County,+SD",42.98491,-97.39801
"Ziebach County, SD","Ziebach+County,+SD",44.99169,-101.56868
"Anderson County, TN","Anderson+County,+TN",36.10602,-84.22817
"Bedford County, TN","Bedford+County,+TN",35.5108,-86.45044
"Benton County, TN","Benton+County,+TN",36.0859,-88.0832
"Bledsoe County, TN","Bledsoe+County,+TN",35.56298,-85.26729
"Blount County, TN","Blount+County,+TN",35.67384,-83.9083
"Bradley County, TN","Bradley+County,+TN",35.17267,-84.85249
"Campbell County, TN","Campbell+County,+TN",36.38476,-84.13287
"Cannon County, TN","Cannon+County,+TN",35.80872,-86.05187
"Carroll County, TN","Carroll+County,+TN",35.97061,-88.45555
"Carter County, TN","Carter+County,+TN",36.30687,-82.15537
"Cheatham County, TN","Cheatham+County,+TN",36.24869,-87.08413
"Chester County, TN","Chester+County,+TN",35.41996,-88.60147
"Claiborne County, TN","Claiborne+County,+TN",36.46646,-83.65572
"Clay County, TN","Clay+County,+TN",36.5148,-85.53465
"Cocke County, TN","Cocke+County,+TN",35.94768,-83.0943
"Coffee County, TN","Coffee+County,+TN",35.4976,-86.06049
"Crockett County, TN","Crockett+County,+TN",35.8356,-89.18766
"Cumberland County, TN","Cumberland+County,+TN",35.95829,-84.98291
"Davidson County, TN","Davidson+County,+TN",36.18684,-86.78058
"Decatur County, TN","Decatur+County,+TN",35.61501,-88.11236
"DeKalb County, TN","DeKalb+County,+TN",35.90787,-85.80447
"Dickson County, TN","Dickson+County,+TN",36.14696,-87.36104
"Dyer County, TN","Dyer+County,+TN",36.04658,-89.42767
"Fayette County, TN","Fayette+County,+TN",35.1992,-89.41406
"Fentress County, TN","Fentress+County,+TN",36.35696,-84.92646
"Franklin County, TN","Franklin+County,+TN",35.17499,-86.08233
"Gibson County, TN","Gibson+County,+TN",36.00696,-88.94506
"Giles County, TN","Giles+County,+TN",35.22406,-87.02133
"Grainger County, TN","Grainger+County,+TN",36.2506,-83.54986
"Greene County, TN","Greene+County,+TN",36.17041,-82.90747
"Grundy County, TN","Grundy+County,+TN",35.37343,-85.68622
"Hamblen County, TN","Hamblen+County,+TN",36.21336,-83.27097
"Hamilton County, TN","Hamilton+County,+TN",35.22119,-85.1533
"Hancock County, TN","Hancock+County,+TN",36.49303,-83.26254
"Hardeman County, TN","Hardeman+County,+TN",35.21332,-88.98689
"Hardin County, TN","Hardin+County,+TN",35.20931,-88.17703
"Hawkins County, TN","Hawkins+County,+TN",36.41809,-82.94752
"Haywood County, TN","Haywood+County,+TN",35.60991,-89.27046
"Henderson County, TN","Henderson+County,+TN",35.62055,-88.40065
"Henry County, TN","Henry+County,+TN",36.31101,-88.31265
"Hickman County, TN","Hickman+County,+TN",35.80106,-87.47222
"Houston County, TN","Houston+County,+TN",36.27299,-87.73264
"Humphreys County, TN","Humphreys+County,+TN",36.02417,-87.77367
"Jackson County, TN","Jackson+County,+TN",36.36763,-85.6655
"Jefferson County, TN","Jefferson+County,+TN",36.04393,-83.46597
"Johnson County, TN","Johnson+County,+TN",36.43811,-81.85184
"Knox County, TN","Knox+County,+TN",35.99019,-83.89723
"Lake County, TN","Lake+County,+TN",36.34433,-89.46268
"Lauderdale County, TN","Lauderdale+County,+TN",35.74272,-89.64904
"Lawrence County, TN","Lawrence+County,+TN",35.22865,-87.39893
"Lewis County, TN","Lewis+County,+TN",35.52911,-87.4865
"Lincoln County, TN","Lincoln+County,+TN",35.18081,-86.6013
"Loudon County, TN","Loudon+County,+TN",35.75669,-84.28874
"McMinn County, TN","McMinn+County,+TN",35.44297,-84.61835
"McNairy County, TN","McNairy+County,+TN",35.1901,-88.5779
"Macon County, TN","Macon+County,+TN",36.52605,-86.01423
"Madison County, TN","Madison+County,+TN",35.61257,-88.84207
"Marion County, TN","Marion+County,+TN",35.15125,-85.62844
"Marshall County, TN","Marshall+County,+TN",35.48188,-86.7792
"Maury County, TN","Maury+County,+TN",35.6295,-87.08097
"Meigs County, TN","Meigs+County,+TN",35.52085,-84.79915
"Monroe County, TN","Monroe+County,+TN",35.43818,-84.2157
"Montgomery County, TN","Montgomery+County,+TN",36.47744,-87.36984
"Moore County, TN","Moore+County,+TN",35.26742,-86.36105
"Morgan County, TN","Morgan+County,+TN",36.14235,-84.66492
"Obion County, TN","Obion+County,+TN",36.35437,-89.17725
"Overton County, TN","Overton+County,+TN",36.34253,-85.309
"Perry County, TN","Perry+County,+TN",35.63202,-87.85848
"Pickett County, TN","Pickett+County,+TN",36.51622,-85.15184
"Polk County, TN","Polk+County,+TN",35.13667,-84.51067
"Putnam County, TN","Putnam+County,+TN",36.14186,-85.45717
"Rhea County, TN","Rhea+County,+TN",35.61724,-84.91478
"Roane County, TN","Roane+County,+TN",35.847,-84.5452
"Robertson County, TN","Robertson+County,+TN",36.50094,-86.88176
"Rutherford County, TN","Rutherford+County,+TN",35.85963,-86.39345
"Scott County, TN","Scott+County,+TN",36.38331,-84.51143
"Sequatchie County, TN","Sequatchie+County,+TN",35.35735,-85.36853
"Sevier County, TN","Sevier+County,+TN",35.80227,-83.51334
"Shelby County, TN","Shelby+County,+TN",35.20193,-89.86568
"Smith County, TN","Smith+County,+TN",36.25406,-85.97371
"Stewart County, TN","Stewart+County,+TN",36.50351,-87.83185
"Sullivan County, TN","Sullivan+County,+TN",36.50405,-82.31201
"Sumner County, TN","Sumner+County,+TN",36.44827,-86.47267
"Tipton County, TN","Tipton+County,+TN",35.50643,-89.75992
"Trousdale County, TN","Trousdale+County,+TN",36.39161,-86.13897
"Unicoi County, TN","Unicoi+County,+TN",36.10714,-82.47532
"Union County, TN","Union+County,+TN",36.30014,-83.83132
"Van Buren County, TN","Van+Buren+County,+TN",35.67769,-85.45378
"Warren County, TN","Warren+County,+TN",35.67832,-85.79558
"Washington County, TN","Washington+County,+TN",36.27127,-82.488
"Wayne County, TN","Wayne+County,+TN",35.24762,-87.78058
"Weakley County, TN","Weakley+County,+TN",36.28238,-88.74006
"White County, TN","White+County,+TN",35.93628,-85.45463
"Williamson County, TN","Williamson+County,+TN",35.87467,-86.91519
"Wilson County, TN","Wilson+County,+TN",36.15638,-86.3231
"Anderson County, TX","Anderson+County,+TX",31.79403,-95.68963
"Andrews County, TX","Andrews+County,+TX",32.3046,-102.63783
"Angelina County, TX","Angelina+County,+TX",31.27651,-94.63531
"Aransas County, TX","Aransas+County,+TX",28.07847,-97.02803
"Archer County, TX","Archer+County,+TX",33.61566,-98.68837
"Armstrong County, TX","Armstrong+County,+TX",34.96532,-101.35703
"Atascosa County, TX","Atascosa+County,+TX",28.93174,-98.52038
"Austin County, TX","Austin+County,+TX",29.84889,-96.27484
"Bailey County, TX","Bailey+County,+TX",34.06857,-102.82956
"Bandera County, TX","Bandera+County,+TX",29.72963,-99.20194
"Bastrop County, TX","Bastrop+County,+TX",30.10302,-97.32434
"Baylor County, TX","Baylor+County,+TX",33.61582,-99.21364
"Bee County, TX","Bee+County,+TX",28.4245,-97.70985
"Bell County, TX","Bell+County,+TX",31.03624,-97.50843
"Bexar County, TX","Bexar+County,+TX",29.43756,-98.47227
"Blanco County, TX","Blanco+County,+TX",30.21996,-98.40702
"Borden County, TX","Borden+County,+TX",32.74382,-101.43222
"Bosque County, TX","Bosque+County,+TX",31.89746,-97.64836
"Bowie County, TX","Bowie+County,+TX",33.47639,-94.3949
"Brazoria County, TX","Brazoria+County,+TX",29.21202,-95.45875
"Brazos County, TX","Brazos+County,+TX",30.65129,-96.38178
"Brewster County, TX","Brewster+County,+TX",29.81868,-103.08361
"Briscoe County, TX","Briscoe+County,+TX",34.53034,-101.20837
"Brooks County, TX","Brooks+County,+TX",27.02314,-98.20209
"Brown County, TX","Brown+County,+TX",31.76396,-98.95721
"Burleson County, TX","Burleson+County,+TX",30.51321,-96.63732
"Burnet County, TX","Burnet+County,+TX",30.73068,-98.18883
"Caldwell County, TX","Caldwell+County,+TX",29.85136,-97.62592
"Calhoun County, TX","Calhoun+County,+TX",28.39557,-96.61368
"Callahan County, TX","Callahan+County,+TX",32.29732,-99.37372
"Cameron County, TX","Cameron+County,+TX",26.12424,-97.51382
"Camp County, TX","Camp+County,+TX",32.98986,-94.99356
"Carson County, TX","Carson+County,+TX",35.40346,-101.35439
"Cass County, TX","Cass+County,+TX",33.09555,-94.34831
"Castro County, TX","Castro+County,+TX",34.53053,-102.26179
"Chambers County, TX","Chambers+County,+TX",29.69335,-94.63819
"Cherokee County, TX","Cherokee+County,+TX",31.78202,-95.18507
"Childress County, TX","Childress+County,+TX",34.52962,-100.20665
"Clay County, TX","Clay+County,+TX",33.81104,-98.20042
"Cochran County, TX","Cochran+County,+TX",33.60661,-102.82841
"Coke County, TX","Coke+County,+TX",31.88956,-100.5295
"Coleman County, TX","Coleman+County,+TX",31.74592,-99.46106
"Collin County, TX","Collin+County,+TX",33.19344,-96.56754
"Collingsworth County, TX","Collingsworth+County,+TX",34.96502,-100.27004
"Colorado County, TX","Colorado+County,+TX",29.60499,-96.52337
"Comal County, TX","Comal+County,+TX",29.81626,-98.2894
"Comanche County, TX","Comanche+County,+TX",31.97263,-98.60083
"Concho County, TX","Concho+County,+TX",31.33373,-99.85766
"Cooke County, TX","Cooke+County,+TX",33.68626,-97.21478
"Coryell County, TX","Coryell+County,+TX",31.39026,-97.79791
"Cottle County, TX","Cottle+County,+TX",34.0747,-100.28286
"Crane County, TX","Crane+County,+TX",31.36887,-102.54017
"Crockett County, TX","Crockett+County,+TX",30.68733,-101.37091
"Crosby County, TX","Crosby+County,+TX",33.61428,-101.29994
"Culberson County, TX","Culberson+County,+TX",31.33243,-104.49688
"Dallam County, TX","Dallam+County,+TX",36.2774,-102.60201
"Dallas County, TX","Dallas+County,+TX",32.76762,-96.77736
"Dawson County, TX","Dawson+County,+TX",32.74258,-101.94773
"Deaf Smith County, TX","Deaf+Smith+County,+TX",34.96653,-102.60506
"Delta County, TX","Delta+County,+TX",33.35676,-95.72485
"Denton County, TX","Denton+County,+TX",33.20871,-97.11553
"DeWitt County, TX","DeWitt+County,+TX",33.00048,-94.98564
"Dickens County, TX","Dickens+County,+TX",33.61645,-100.77893
"Dimmit County, TX","Dimmit+County,+TX",28.42299,-99.75499
"Donley County, TX","Donley+County,+TX",34.96564,-100.81403
"Duval County, TX","Duval+County,+TX",27.66017,-98.5175
"Eastland County, TX","Eastland+County,+TX",32.29659,-98.79832
"Ector County, TX","Ector+County,+TX",31.86916,-102.54307
"Edwards County, TX","Edwards+County,+TX",29.95616,-100.34829
"Ellis County, TX","Ellis+County,+TX",32.30063,-96.763
"El Paso County, TX","El+Paso+County,+TX",31.69495,-106.17198
"Erath County, TX","Erath+County,+TX",32.21513,-98.22808
"Falls County, TX","Falls+County,+TX",31.25406,-96.93957
"Fannin County, TX","Fannin+County,+TX",33.61283,-96.1188
"Fayette County, TX","Fayette+County,+TX",29.89625,-96.91074
"Fisher County, TX","Fisher+County,+TX",32.74306,-100.40225
"Floyd County, TX","Floyd+County,+TX",34.07152,-101.30308
"Foard County, TX","Foard+County,+TX",33.98769,-99.76166
"Fort Bend County, TX","Fort+Bend+County,+TX",29.52551,-95.74609
"Franklin County, TX","Franklin+County,+TX",33.1756,-95.21638
"Freestone County, TX","Freestone+County,+TX",31.71284,-96.15763
"Frio County, TX","Frio+County,+TX",28.86593,-99.10739
"Gaines County, TX","Gaines+County,+TX",32.742,-102.63502
"Galveston County, TX","Galveston+County,+TX",29.33634,-94.93793
"Garza County, TX","Garza+County,+TX",33.1791,-101.29801
"Gillespie County, TX","Gillespie+County,+TX",30.31716,-98.94503
"Glasscock County, TX","Glasscock+County,+TX",31.86921,-101.52075
"Goliad County, TX","Goliad+County,+TX",28.65707,-97.46807
"Gonzales County, TX","Gonzales+County,+TX",29.44753,-97.5036
"Gray County, TX","Gray+County,+TX",35.40138,-100.81243
"Grayson County, TX","Grayson+County,+TX",33.67873,-96.66209
"Gregg County, TX","Gregg+County,+TX",32.51377,-94.84409
"Grimes County, TX","Grimes+County,+TX",30.54478,-95.99125
"Guadalupe County, TX","Guadalupe+County,+TX",29.61178,-97.96468
"Hale County, TX","Hale+County,+TX",34.06886,-101.82637
"Hall County, TX","Hall+County,+TX",34.5306,-100.68049
"Hamilton County, TX","Hamilton+County,+TX",31.71719,-98.09811
"Hansford County, TX","Hansford+County,+TX",36.27742,-101.35471
"Hardeman County, TX","Hardeman+County,+TX",34.31725,-99.73644
"Hardin County, TX","Hardin+County,+TX",30.3121,-94.38675
"Harris County, TX","Harris+County,+TX",29.83402,-95.38634
"Harrison County, TX","Harrison+County,+TX",32.55979,-94.3725
"Hartley County, TX","Hartley+County,+TX",35.83889,-102.60196
"Haskell County, TX","Haskell+County,+TX",33.17781,-99.73065
"Hays County, TX","Hays+County,+TX",30.05465,-98.02151
"Hemphill County, TX","Hemphill+County,+TX",35.83752,-100.27059
"Henderson County, TX","Henderson+County,+TX",32.18256,-95.81807
"Hidalgo County, TX","Hidalgo+County,+TX",26.40968,-98.18582
"Hill County, TX","Hill+County,+TX",31.98779,-97.12192
"Hockley County, TX","Hockley+County,+TX",33.60662,-102.34286
"Hood County, TX","Hood+County,+TX",32.3969,-97.81683
"Hopkins County, TX","Hopkins+County,+TX",33.16861,-95.58506
"Houston County, TX","Houston+County,+TX",31.25947,-95.43474
"Howard County, TX","Howard+County,+TX",32.30606,-101.43542
"Hudspeth County, TX","Hudspeth+County,+TX",31.316,-105.42312
"Hunt County, TX","Hunt+County,+TX",33.12243,-96.07939
"Hutchinson County, TX","Hutchinson+County,+TX",35.83974,-101.35452
"Irion County, TX","Irion+County,+TX",31.30453,-100.981
"Jack County, TX","Jack+County,+TX",33.23414,-98.17048
"Jackson County, TX","Jackson+County,+TX",28.96917,-96.56195
"Jasper County, TX","Jasper+County,+TX",30.69991,-93.99837
"Jeff Davis County, TX","Jeff+Davis+County,+TX",30.75885,-104.15809
"Jefferson County, TX","Jefferson+County,+TX",29.8752,-94.10367
"Jim Hogg County, TX","Jim+Hogg+County,+TX",27.07126,-98.71056
"Jim Wells County, TX","Jim+Wells+County,+TX",27.65943,-98.08713
"Johnson County, TX","Johnson+County,+TX",32.34493,-97.35129
"Jones County, TX","Jones+County,+TX",32.73747,-99.87886
"Karnes County, TX","Karnes+County,+TX",28.94478,-97.90103
"Kaufman County, TX","Kaufman+County,+TX",32.59821,-96.2991
"Kendall County, TX","Kendall+County,+TX",29.92758,-98.67289
"Kenedy County, TX","Kenedy+County,+TX",26.9408,-97.67998
"Kent County, TX","Kent+County,+TX",33.18095,-100.7782
"Kerr County, TX","Kerr+County,+TX",30.036,-99.30545
"Kimble County, TX","Kimble+County,+TX",30.49883,-99.71015
"King County, TX","King+County,+TX",33.61627,-100.25584
"Kinney County, TX","Kinney+County,+TX",29.35402,-100.41043
"Kleberg County, TX","Kleberg+County,+TX",27.42253,-97.67847
"Knox County, TX","Knox+County,+TX",33.6166,-99.73375
"Lamar County, TX","Lamar+County,+TX",33.66018,-95.5831
"Lamb County, TX","Lamb+County,+TX",34.06906,-102.3517
"Lampasas County, TX","Lampasas+County,+TX",31.24685,-98.28276
"La Salle County, TX","La+Salle+County,+TX",28.33895,-99.09782
"Lavaca County, TX","Lavaca+County,+TX",29.34798,-96.88865
"Lee County, TX","Lee+County,+TX",30.29469,-96.88856
"Leon County, TX","Leon+County,+TX",31.31391,-95.99613
"Liberty County, TX","Liberty+County,+TX",30.18874,-94.86446
"Limestone County, TX","Limestone+County,+TX",31.51754,-96.55235
"Lipscomb County, TX","Lipscomb+County,+TX",36.27769,-100.27315
"Live Oak County, TX","Live+Oak+County,+TX",28.42157,-98.14109
"Llano County, TX","Llano+County,+TX",30.70403,-98.68901
"Loving County, TX","Loving+County,+TX",31.82559,-103.56777
"Lubbock County, TX","Lubbock+County,+TX",33.60966,-101.82044
"Lynn County, TX","Lynn+County,+TX",33.17743,-101.8165
"McCulloch County, TX","McCulloch+County,+TX",31.21714,-99.34662
"McLennan County, TX","McLennan+County,+TX",31.55366,-97.2022
"McMullen County, TX","McMullen+County,+TX",28.35395,-98.56778
"Madison County, TX","Madison+County,+TX",30.95958,-95.94834
"Marion County, TX","Marion+County,+TX",32.78406,-94.36368
"Martin County, TX","Martin+County,+TX",32.30601,-101.95135
"Mason County, TX","Mason+County,+TX",30.71986,-99.22367
"Matagorda County, TX","Matagorda+County,+TX",28.81216,-95.92376
"Maverick County, TX","Maverick+County,+TX",28.64155,-100.28037
"Medina County, TX","Medina+County,+TX",29.39,-99.10858
"Menard County, TX","Menard+County,+TX",30.89919,-99.80035
"Midland County, TX","Midland+County,+TX",31.86922,-102.03147
"Milam County, TX","Milam+County,+TX",30.78406,-96.976
"Mills County, TX","Mills+County,+TX",31.47705,-98.65187
"Mitchell County, TX","Mitchell+County,+TX",32.30667,-100.92107
"Montague County, TX","Montague+County,+TX",33.71173,-97.73213
"Montgomery County, TX","Montgomery+County,+TX",30.32837,-95.51473
"Moore County, TX","Moore+County,+TX",35.83768,-101.89291
"Morris County, TX","Morris+County,+TX",33.12272,-94.73328
"Motley County, TX","Motley+County,+TX",34.07372,-100.77979
"Nacogdoches County, TX","Nacogdoches+County,+TX",31.5342,-94.59473
"Navarro County, TX","Navarro+County,+TX",32.06275,-96.47548
"Newton County, TX","Newton+County,+TX",30.71628,-93.74471
"Nolan County, TX","Nolan+County,+TX",32.30341,-100.40622
"Nueces County, TX","Nueces+County,+TX",27.77697,-97.51547
"Ochiltree County, TX","Ochiltree+County,+TX",36.27819,-100.81577
"Oldham County, TX","Oldham+County,+TX",35.40525,-102.6036
"Orange County, TX","Orange+County,+TX",30.09197,-93.90859
"Palo Pinto County, TX","Palo+Pinto+County,+TX",32.75967,-98.31874
"Panola County, TX","Panola+County,+TX",32.18365,-94.31148
"Parker County, TX","Parker+County,+TX",32.77914,-97.80463
"Parmer County, TX","Parmer+County,+TX",34.53011,-102.78428
"Pecos County, TX","Pecos+County,+TX",30.71207,-102.6573
"Polk County, TX","Polk+County,+TX",30.81696,-94.89665
"Potter County, TX","Potter+County,+TX",35.40146,-101.89397
"Presidio County, TX","Presidio+County,+TX",29.94417,-104.23803
"Rains County, TX","Rains+County,+TX",32.84583,-95.80137
"Randall County, TX","Randall+County,+TX",34.96533,-101.89666
"Reagan County, TX","Reagan+County,+TX",31.36527,-101.52287
"Real County, TX","Real+County,+TX",29.85304,-99.81274
"Red River County, TX","Red+River+County,+TX",33.63976,-95.02833
"Reeves County, TX","Reeves+County,+TX",31.38345,-103.64883
"Refugio County, TX","Refugio+County,+TX",28.30821,-97.15203
"Roberts County, TX","Roberts+County,+TX",35.83849,-100.81343
"Robertson County, TX","Robertson+County,+TX",31.02572,-96.51305
"Rockwall County, TX","Rockwall+County,+TX",32.89759,-96.40743
"Runnels County, TX","Runnels+County,+TX",31.82977,-99.9764
"Rusk County, TX","Rusk+County,+TX",32.1257,-94.78704
"Sabine County, TX","Sabine+County,+TX",31.37304,-93.8459
"San Augustine County, TX","San+Augustine+County,+TX",31.37656,-94.17552
"San Jacinto County, TX","San+Jacinto+County,+TX",30.61305,-95.17815
"San Patricio County, TX","San+Patricio+County,+TX",28.00008,-97.50154
"San Saba County, TX","San+Saba+County,+TX",31.20567,-98.83032
"Schleicher County, TX","Schleicher+County,+TX",30.89726,-100.53896
"Scurry County, TX","Scurry+County,+TX",32.74768,-100.91661
"Shackelford County, TX","Shackelford+County,+TX",32.73599,-99.35393
"Shelby County, TX","Shelby+County,+TX",31.7745,-94.12688
"Sherman County, TX","Sherman+County,+TX",36.27749,-101.89334
"Smith County, TX","Smith+County,+TX",32.41102,-95.24578
"Somervell County, TX","Somervell+County,+TX",32.203,-97.78427
"Starr County, TX","Starr+County,+TX",26.51057,-98.78604
"Stephens County, TX","Stephens+County,+TX",32.736,-98.83582
"Sterling County, TX","Sterling+County,+TX",31.82176,-101.04499
"Stonewall County, TX","Stonewall+County,+TX",33.17884,-100.25342
"Sutton County, TX","Sutton+County,+TX",30.49902,-100.53841
"Swisher County, TX","Swisher+County,+TX",34.53034,-101.73492
"Tarrant County, TX","Tarrant+County,+TX",32.77132,-97.2917
"Taylor County, TX","Taylor+County,+TX",32.30168,-99.88988
"Terrell County, TX","Terrell+County,+TX",30.21884,-102.16265
"Terry County, TX","Terry+County,+TX",33.17369,-102.33497
"Throckmorton County, TX","Throckmorton+County,+TX",33.1778,-99.21231
"Titus County, TX","Titus+County,+TX",33.19067,-94.96865
"Tom Green County, TX","Tom+Green+County,+TX",31.39591,-100.40209
"Travis County, TX","Travis+County,+TX",30.32638,-97.77776
"Trinity County, TX","Trinity+County,+TX",31.1058,-95.12301
"Tyler County, TX","Tyler+County,+TX",30.79267,-94.38725
"Upshur County, TX","Upshur+County,+TX",32.71043,-94.92725
"Upton County, TX","Upton+County,+TX",31.36591,-102.04414
"Uvalde County, TX","Uvalde+County,+TX",29.35713,-99.76219
"Val Verde County, TX","Val+Verde+County,+TX",29.76348,-101.04895
"Van Zandt County, TX","Van+Zandt+County,+TX",32.59673,-95.83501
"Victoria County, TX","Victoria+County,+TX",28.79476,-96.9368
"Walker County, TX","Walker+County,+TX",30.78119,-95.59308
"Waller County, TX","Waller+County,+TX",29.98664,-95.99933
"Ward County, TX","Ward+County,+TX",31.45913,-103.12855
"Washington County, TX","Washington+County,+TX",30.22156,-96.42934
"Webb County, TX","Webb+County,+TX",27.73198,-99.28664
"Wharton County, TX","Wharton+County,+TX",29.29841,-96.22137
"Wheeler County, TX","Wheeler+County,+TX",35.4012,-100.2695
"Wichita County, TX","Wichita+County,+TX",34.01918,-98.68817
"Wilbarger County, TX","Wilbarger+County,+TX",34.14645,-99.21394
"Willacy County, TX","Willacy+County,+TX",26.45551,-97.6198
"Williamson County, TX","Williamson+County,+TX",30.65452,-97.6351
"Wilson County, TX","Wilson+County,+TX",29.16134,-98.08921
"Winkler County, TX","Winkler+County,+TX",31.86918,-103.06293
"Wise County, TX","Wise+County,+TX",33.21246,-97.65546
"Wood County, TX","Wood+County,+TX",32.77223,-95.3969
"Yoakum County, TX","Yoakum+County,+TX",33.17352,-102.82762
"Young County, TX","Young+County,+TX",33.1749,-98.68828
"Zapata County, TX","Zapata+County,+TX",26.94544,-99.17144
"Zavala County, TX","Zavala+County,+TX",28.86587,-99.76221
"Beaver County, UT","Beaver+County,+UT",38.36193,-113.20651
"Box Elder County, UT","Box+Elder+County,+UT",41.50058,-112.97307
"Cache County, UT","Cache+County,+UT",41.68421,-111.73193
"Carbon County, UT","Carbon+County,+UT",39.64072,-110.60217
"Daggett County, UT","Daggett+County,+UT",40.83208,-109.69756
"Davis County, UT","Davis+County,+UT",40.96131,-112.09074
"Duchesne County, UT","Duchesne+County,+UT",40.32076,-110.43657
"Emery County, UT","Emery+County,+UT",39.102,-110.70861
"Garfield County, UT","Garfield+County,+UT",37.84473,-111.49857
